人口統計表,総人口,男性,女性,0〜4歳,5〜9歳,10〜14歳,15〜19歳,20〜24歳,25〜29歳,30〜34歳,35〜39歳,40〜44歳,45〜49歳,50〜54歳,55〜59歳,60〜64歳,65〜69歳,70〜74歳,75〜79歳,80〜84歳,85〜89歳,90〜94歳,95〜99歳,100歳以上
米屋町３丁目,231,95,136,16,5,9,28,35,45,21,22,15,33,31,18,11,12,10,11,2,2,0,0,0
御領１丁目,1366,680,686,143,130,176,148,139,161,163,152,190,184,137,91,59,71,47,28,13,9,4,1,0
御領２丁目,1204,566,638,95,84,108,150,154,145,110,95,142,132,125,117,105,69,60,49,18,7,5,0,0
御領３丁目,1216,585,631,134,96,85,99,171,195,173,136,102,125,147,92,91,58,39,29,13,12,4,0,0
御領４丁目,276,134,142,38,25,19,18,33,37,33,48,19,39,20,18,23,16,11,6,3,4,0,0,0
御領５丁目,669,331,338,52,43,79,93,81,80,54,50,83,90,65,58,44,57,26,25,9,7,1,2,1
御領６丁目,235,125,110,19,28,14,24,48,43,27,25,29,21,23,20,20,9,5,2,2,1,0,0,0
御領７丁目,19,16,3,0,0,0,0,6,10,4,0,5,3,4,1,2,0,0,0,0,0,0,0,0
護藤町,1593,718,875,96,101,158,134,130,126,114,129,159,182,191,130,148,140,125,82,65,63,33,5,0
細工町１丁目,96,50,46,9,1,6,4,7,31,12,8,6,8,9,13,12,8,5,4,1,1,1,0,0
細工町２丁目,54,29,25,4,2,4,5,5,7,4,1,8,10,2,7,5,2,8,3,5,0,1,0,0
細工町３丁目,181,74,107,13,11,12,16,22,17,10,20,14,17,23,18,23,8,8,9,6,5,3,0,0
細工町４丁目,250,99,151,11,11,12,17,32,40,19,32,13,27,40,29,17,7,17,12,11,1,1,0,0
細工町５丁目,50,23,27,0,2,3,2,5,5,4,1,3,6,9,10,2,1,9,7,0,3,1,0,0
栄町,611,269,342,29,48,47,51,50,49,57,66,46,57,60,43,49,57,69,46,30,20,3,3,0
桜木１丁目,777,362,415,73,86,79,77,64,98,93,66,101,87,61,65,62,40,38,33,12,4,0,0,0
桜木２丁目,740,358,382,51,74,76,80,72,66,84,88,64,97,67,77,75,44,42,18,14,8,0,1,0
桜木３丁目,780,384,396,90,73,81,85,56,81,89,103,86,89,69,62,40,65,41,24,13,10,6,1,0
桜木４丁目,1215,581,634,113,124,167,148,94,123,133,155,162,161,129,63,67,60,50,26,11,9,1,0,0
桜木５丁目,545,275,270,26,57,57,49,39,72,80,72,65,55,63,43,58,27,32,9,13,3,0,0,0
桜木６丁目,43,21,22,2,3,8,1,1,5,3,4,4,7,0,3,7,6,6,3,0,0,1,0,0
桜町,276,128,148,6,9,9,24,38,54,32,31,15,28,33,28,32,20,14,13,6,9,2,1,0
佐土原１丁目,1729,830,899,144,169,210,240,203,151,215,201,214,251,177,117,83,68,57,27,22,8,2,0,0
佐土原２丁目,223,112,111,14,7,18,27,36,20,10,15,21,31,33,27,22,20,10,9,13,2,0,0,0
佐土原３丁目,1400,663,737,123,102,141,138,132,175,150,156,181,163,156,93,130,75,76,43,21,4,4,0,0
三郎２丁目,896,406,490,60,30,34,83,89,94,85,68,83,82,89,70,85,135,99,55,23,26,10,2,0
島崎１丁目,2781,1258,1523,245,206,236,214,299,360,335,314,301,331,278,203,187,176,153,84,70,33,14,0,0
島崎２丁目,2690,1256,1434,201,212,216,226,339,410,288,283,246,305,266,238,215,167,126,95,62,32,17,2,0
島崎３丁目,1402,655,747,71,91,106,146,117,137,104,122,116,172,166,136,120,121,140,81,57,44,9,0,1
島崎４丁目,871,419,452,54,53,74,91,88,79,85,68,74,129,82,70,75,79,67,62,32,18,5,2,3
島崎５丁目,1972,907,1065,129,140,183,193,200,173,151,167,206,253,224,149,151,166,158,107,70,37,18,3,1
島崎６丁目,2089,892,1197,163,160,158,174,211,209,165,159,183,237,215,183,141,153,151,95,99,74,39,9,3
島崎７丁目,1975,940,1035,138,147,176,177,190,260,176,198,174,224,229,216,207,147,92,66,61,23,13,1,0
清水亀井町,2426,1124,1302,219,186,155,184,248,313,258,216,221,263,266,195,205,225,170,112,60,34,15,4,1
清水東町,1382,660,722,144,74,80,108,149,184,138,111,116,131,155,123,117,149,96,81,56,18,11,1,0
清水本町,2283,1083,1200,110,183,231,269,229,123,158,215,221,289,322,226,284,199,134,81,54,26,12,0,0
清水町大字打越,1321,626,695,75,144,115,106,113,135,136,112,119,119,157,182,193,128,57,33,16,5,1,1,0
清水町大字松崎,8,4,4,0,0,0,0,0,0,0,0,0,0,5,4,1,2,0,0,0,0,0,0,0
清水町大字室園,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
清水万石１丁目,795,358,437,70,39,51,80,103,116,76,47,52,89,92,76,74,63,40,35,28,14,6,1,1
清水万石２丁目,222,100,122,15,24,26,4,12,27,17,37,14,20,23,20,27,11,22,13,4,6,0,0,0
清水万石３丁目,599,272,327,47,43,33,45,68,61,46,36,49,51,86,60,62,69,35,38,20,18,4,0,0
清水万石４丁目,1163,530,633,132,68,67,96,113,183,108,97,70,109,131,110,122,89,73,60,31,17,11,6,0
清水万石５丁目,818,374,444,55,55,83,65,94,75,79,65,77,91,105,97,64,66,40,32,33,12,2,2,0
下硯川町,2245,1073,1172,251,246,207,217,262,336,224,234,250,275,206,174,113,107,81,68,36,25,5,1,0
下通１丁目,254,116,138,6,8,9,16,25,19,17,27,26,25,32,45,23,30,30,22,4,4,2,0,0
下通２丁目,372,170,202,15,12,8,15,36,60,46,34,53,54,50,26,33,29,23,23,14,9,2,0,0
下南部１丁目,324,165,159,9,12,14,28,74,64,26,17,30,27,46,40,42,18,14,12,14,2,0,0,0
